순번,생산라인코드,생산일자,작업장코드,충전실온도,실링온도,쿠킹온도,쿠킹스팀압력,실링압력,생산시간,오류발생작업장명,Error_Message,발생시간,종료시간,오류조치시간_보정,비가동코드,오류발생여부,Error_label,Error_name,Error_class,name,year
13,D088,2018-03-23,W005,72.3278356,90.4278356,126.2692356,23.894,210.903,75.79,,,,,,,0,110,정상,0,0:정상,2018
14,D088,2018-03-23,W005,71.97618703,104.076187,140.037687,23.974,206.791,80.45,,,,,,,0,110,정상,0,0:정상,2018
15,D088,2018-03-23,W005,72.14676527,104.9467653,140.6362653,23.793,210.075,75.08,,,,,,,0,110,정상,0,0:정상,2018
16,D006,2018-03-23,W005,72.32963971,89.72963971,125.4707397,23.827,203.788,80.43,,,,,,,0,110,정상,0,0:정상,2018
1,L001,2018-03-26,W002,72.0330693,86.0330693,121.5653693,23.688,204.809,75.99,,,,,,,0,110,정상,0,0:정상,2018
2,C002,2018-03-26,W003,72.04147176,90.54147176,126.3944218,23.902,209.732,78.41,,,,,,,0,110,정상,0,0:정상,2018
3,P004,2018-03-26,W007,71.7190328,83.6190328,119.3125328,23.796,209.569,78.86,,,,,,,0,110,정상,0,0:정상,2018
4,C002,2018-03-26,W003,71.64269163,88.24269163,123.8246416,23.721,210.611,73.91,,,,,,,0,110,정상,0,0:정상,2018
5,C045,2018-03-26,W003,71.70217298,89.40217298,124.783123,23.587,207.735,79.65,,,,,,,0,110,정상,0,0:정상,2018
6,D088,2018-03-26,W005,71.45921597,86.45921597,121.855116,23.597,208.409,73.43,,,,,,,0,110,정상,0,0:정상,2018
7,C010,2018-03-26,W003,70.90807418,91.10807418,126.4871742,23.586,206.49,78.5,,,,,,,0,110,정상,0,0:정상,2018
8,D088,2018-03-26,W005,71.93486462,95.13486462,130.6922646,23.705,208.572,76.93,,,,,,,0,110,정상,0,0:정상,2018
9,D088,2018-03-26,W005,70.66123544,94.36123544,129.5837854,23.482,199.877,73.19,,,,,,,0,110,정상,0,0:정상,2018
10,C088,2018-03-26,W003,71.83890331,86.13890331,121.8322533,23.796,211.553,79.33,,,,,,,0,110,정상,0,0:정상,2018
11,D088,2018-03-26,W005,69.88459206,82.28459206,117.0727921,23.192,207.365,,충전실,공정,18:30,19:21,51.0,W005722,1,12,공정,2,2:공정 중 발생,2018
12,P004,2018-03-26,W007,70.85524784,91.25524784,126.6276478,23.582,205.095,73.13,,,,,,,0,110,정상,0,0:정상,2018
13,D088,2018-03-26,W005,71.41676361,97.71676361,133.3227136,23.737,205.306,79.24,,,,,,,0,110,정상,0,0:정상,2018
14,C088,2018-03-26,W003,71.29645639,88.59645639,123.8743064,23.519,209.027,78.92,,,,,,,0,110,정상,0,0:정상,2018
15,C088,2018-03-26,W003,71.00064866,85.00064866,120.3883487,23.592,210.24,78.32,,,,,,,0,110,정상,0,0:정상,2018
1,D087,2018-03-27,W005,70.33872967,90.53872967,125.6477797,23.406,209.416,78.69,,,,,,,0,110,정상,0,0:정상,2018
2,P004,2018-03-27,W007,72.61715926,97.81715926,133.9938093,24.118,211.169,73.62,,,,,,,0,110,정상,0,0:정상,2018
3,P004,2018-03-27,W007,72.59535579,92.99535579,129.0287558,24.022,206.355,75.76,,,,,,,0,110,정상,0,0:정상,2018
4,C002,2018-03-27,W003,71.86673999,86.96673999,122.49684,23.687,205.068,73.78,,,,,,,0,110,정상,0,0:정상,2018
5,D088,2018-03-27,W005,72.54362243,99.44362243,135.3404724,23.931,211.12,76.9,,,,,,,0,110,정상,0,0:정상,2018
6,C088,2018-03-27,W003,71.73160233,93.53160233,129.1161523,23.723,210.44,77.52,,,,,,,0,110,정상,0,0:정상,2018
7,D087,2018-03-27,W005,72.30776135,103.6077614,139.3756114,23.845,208.943,72.55,,,,,,,0,110,정상,0,0:정상,2018
8,C002,2018-03-27,W003,71.02358876,91.72358876,126.9058888,23.455,207.264,72.92,,,,,,,0,110,정상,0,0:정상,2018
9,D087,2018-03-27,W005,71.00040015,93.40040015,128.5979002,23.465,213.324,73.53,,,,,,,0,110,정상,0,0:정상,2018
10,C002,2018-03-27,W003,69.93533796,91.13533796,126.094138,23.306,208.953,71.73,,,,,,,0,110,정상,0,0:정상,2018
11,D088,2018-03-27,W005,72.168372,93.768372,129.448872,23.787,209.177,74.65,,,,,,,0,110,정상,0,0:정상,2018
12,D088,2018-03-27,W005,72.76862799,100.568628,136.590428,24.015,210.852,79.01,,,,,,,0,110,정상,0,0:정상,2018
13,D087,2018-03-27,W005,72.44067444,105.7406744,141.5074244,23.845,204.319,72.86,,,,,,,0,110,정상,0,0:정상,2018
16,D088,2018-03-27,W005,71.74783182,89.14783182,124.6863318,23.692,209.521,77.89,,,,,,,0,110,정상,0,0:정상,2018
17,D087,2018-03-27,W005,71.3683671,85.1683671,120.7558171,23.725,206.034,76.58,,,,,,,0,110,정상,0,0:정상,2018
18,P006,2018-03-27,W007,71.4639507,95.0639507,130.3566507,23.528,206.56,76.0,,,,,,,0,110,정상,0,0:정상,2018
19,D087,2018-03-27,W005,71.81022211,89.51022211,124.9752721,23.643,205.589,78.47,,,,,,,0,110,정상,0,0:정상,2018
20,D088,2018-03-27,W005,71.57155587,86.57155587,121.8589059,23.525,209.565,77.37,,,,,,,0,110,정상,0,0:정상,2018
21,D087,2018-03-27,W005,72.21178553,92.41178553,128.1603855,23.832,207.979,78.59,,,,,,,0,110,정상,0,0:정상,2018
22,D087,2018-03-27,W005,72.40128316,97.00128316,132.8628832,23.908,214.272,73.39,,,,,,,0,110,정상,0,0:정상,2018
23,D006,2018-03-27,W005,70.39182266,89.49182266,124.6154227,23.416,204.061,71.04,,,,,,,0,110,정상,0,0:정상,2018
1,D087,2018-03-28,W005,70.75089403,88.75089403,124.109844,23.573,209.629,74.76,,,,,,,0,110,정상,0,0:정상,2018
2,D087,2018-03-28,W005,71.93303689,86.13303689,121.7803369,23.765,207.652,76.07,,,,,,,0,110,정상,0,0:정상,2018
3,D088,2018-03-28,W005,70.17043891,101.8704389,136.7100389,23.226,203.959,70.78,,,,,,,0,110,정상,0,0:정상,2018
4,D088,2018-03-28,W005,71.90600033,113.0060003,148.2795503,23.516,204.845,78.73,,,,,,,0,110,정상,0,0:정상,2018
5,D010,2018-03-28,W005,72.24319562,89.94319562,125.7180956,23.85,214.39,80.01,,,,,,,0,110,정상,0,0:정상,2018
6,P0F0,2018-03-28,W007,72.6744753,102.0744753,137.7233253,23.766,209.129,73.88,,,,,,,0,110,정상,0,0:정상,2018
7,P006,2018-03-28,W007,70.93110494,102.5311049,137.3530049,23.215,202.889,76.66,,,,,,,0,110,정상,0,0:정상,2018
8,C002,2018-03-28,W003,72.60741613,93.30741613,129.3296161,24.015,212.356,78.02,,,,,,,0,110,정상,0,0:정상,2018
9,D006,2018-03-28,W005,72.0721348,95.0721348,130.7189348,23.765,208.043,78.99,,,,,,,0,110,정상,0,0:정상,2018
10,D005,2018-03-28,W005,71.33475401,92.13475401,127.564054,23.62,207.058,78.35,,,,,,,0,110,정상,0,0:정상,2018
11,D088,2018-03-28,W005,70.34299701,95.94299701,131.481597,23.692,210.943,74.88,,,,,,,0,110,정상,0,0:정상,2018
12,D088,2018-03-28,W005,71.5301717,113.4301717,149.2789217,23.899,206.701,77.85,,,,,,,0,110,정상,0,0:정상,2018
13,C088,2018-03-28,W003,70.87255143,89.17255143,124.4846514,23.541,205.894,78.54,,,,,,,0,110,정상,0,0:정상,2018
14,D088,2018-03-28,W005,71.93389428,104.8338943,140.4335443,23.733,211.575,72.37,,,,,,,0,110,정상,0,0:정상,2018
15,D088,2018-03-28,W005,71.8558484,99.5558484,135.4337984,23.919,210.804,75.67,,,,,,,0,110,정상,0,0:정상,2018
16,C088,2018-03-28,W003,70.9793705,88.6793705,123.7394205,23.373,206.859,75.89,,,,,,,0,110,정상,0,0:정상,2018
17,C088,2018-03-28,W003,71.62887619,93.72887619,129.3602262,23.754,211.258,78.47,,,,,,,0,110,정상,0,0:정상,2018
18,P006,2018-03-28,W007,72.42304038,87.82304038,123.9275904,24.07,208.535,81.2,,,,,,,0,110,정상,0,0:정상,2018
19,C088,2018-03-28,W003,72.63006059,90.13006059,125.9582606,23.885,205.175,79.76,,,,,,,0,110,정상,0,0:정상,2018
1,D087,2018-03-29,W005,71.28973265,112.9897327,148.3484827,23.573,211.078,73.17,,,,,,,0,110,정상,0,0:정상,2018
2,D087,2018-03-29,W005,69.83372275,92.53372275,128.5157228,23.988,214.873,77.8,,,,,,,0,110,정상,0,0:정상,2018
3,D088,2018-03-29,W005,72.55112264,108.0511226,143.2561726,23.47,206.593,73.87,,,,,,,0,110,정상,0,0:정상,2018
4,D088,2018-03-29,W005,71.68692843,107.4869284,143.2515284,23.843,214.357,76.59,,,,,,,0,110,정상,0,0:정상,2018
5,C088,2018-03-29,W003,71.56775456,93.86775456,128.3202046,22.968,201.375,,쿠킹실,품목 교체,10:20,12:00,100.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생,2018
6,C002,2018-03-29,W003,70.47786608,117.0778661,153.3715161,24.196,212.181,76.42,,,,,,,0,110,정상,0,0:정상,2018
7,D002,2018-03-29,W005,72.08125157,116.7812516,151.9655516,23.456,202.891,71.76,,,,,,,0,110,정상,0,0:정상,2018
8,D003,2018-03-29,W005,72.15236494,96.95236494,132.0725149,23.413,203.665,75.24,,,,,,,0,110,정상,0,0:정상,2018
9,D087,2018-03-29,W005,72.17681569,90.67681569,126.1687157,23.661,211.452,73.13,,,,,,,0,110,정상,0,0:정상,2018
10,C088,2018-03-29,W003,71.43535796,127.635358,163.072258,23.625,208.358,71.67,,,,,,,0,110,정상,0,0:정상,2018
11,C088,2018-03-29,W003,70.85817019,112.4581702,148.2640702,23.871,209.135,71.96,,,,,,,0,110,정상,0,0:정상,2018
14,D088,2018-03-29,W005,72.38603671,87.48603671,122.9711867,23.657,207.477,73.04,,,,,,,0,110,정상,0,0:정상,2018
15,D087,2018-03-29,W005,71.86023277,84.56023277,120.1595828,23.733,203.246,76.04,,,,,,,0,110,정상,0,0:정상,2018
16,D002,2018-03-29,W005,71.30917288,85.40917288,120.9319729,23.682,204.161,71.79,,,,,,,0,110,정상,0,0:정상,2018
17,D088,2018-03-29,W005,72.19255605,108.0925561,143.0288061,23.291,201.83,74.84,,,,,,,0,110,정상,0,0:정상,2018
18,C088,2018-03-29,W003,72.1509803,97.0509803,132.6696303,23.746,205.443,78.8,,,,,,,0,110,정상,0,0:정상,2018
19,D087,2018-03-29,W005,71.74968407,91.04968407,126.8615841,23.875,214.984,76.03,,,,,,,0,110,정상,0,0:정상,2018
20,D087,2018-03-29,W005,70.98310946,96.08310946,131.0552595,23.315,205.385,71.73,,,,,,,0,110,정상,0,0:정상,2018
1,D088,2018-03-30,W005,71.96521357,84.36521357,119.5808636,23.477,205.511,73.4,,,,,,,0,110,정상,0,0:정상,2018
2,D088,2018-03-30,W005,71.69858358,119.5985836,154.5751336,23.318,206.741,71.81,,,,,,,0,110,정상,0,0:정상,2018
3,D088,2018-03-30,W005,72.2111667,111.7111667,146.8465167,23.424,199.956,77.22,,,,,,,0,110,정상,0,0:정상,2018
4,D088,2018-03-30,W005,71.66187565,110.3618757,145.6757257,23.543,207.057,78.54,,,,,,,0,110,정상,0,0:정상,2018
5,D087,2018-03-30,W005,72.74104733,101.5410473,136.9000473,23.573,211.025,79.58,,,,,,,0,110,정상,0,0:정상,2018
6,D088,2018-03-30,W005,71.09923126,101.4992313,137.1534813,23.77,210.538,71.43,,,,,,,0,110,정상,0,0:정상,2018
7,D087,2018-03-30,W005,71.78942055,119.2894206,155.0013706,23.808,207.746,72.84,,,,,,,0,110,정상,0,0:정상,2018
8,D088,2018-03-30,W005,70.33804821,118.7380482,153.9365482,23.466,203.646,73.91,,,,,,,0,110,정상,0,0:정상,2018
12,D088,2018-03-30,W005,69.83620114,105.1362011,140.8053511,23.779,210.267,77.06,,,,,,,0,110,정상,0,0:정상,2018
13,D088,2018-03-30,W005,71.89083346,92.89083346,127.7394835,23.232,198.794,75.97,,,,,,,0,110,정상,0,0:정상,2018
14,C088,2018-03-30,W003,72.98300929,109.4830093,144.6627593,23.453,202.92,76.24,,,,,,,0,110,정상,0,0:정상,2018
15,C088,2018-03-30,W003,72.05586644,127.6558664,163.7111164,24.037,211.094,78.2,,,,,,,0,110,정상,0,0:정상,2018
16,D087,2018-03-30,W005,71.6479169,137.6479169,173.4275169,23.853,207.87,73.12,,,,,,,0,110,정상,0,0:정상,2018
17,D087,2018-03-30,W005,70.00637576,109.4063758,144.3524758,23.297,206.264,74.07,,,,,,,0,110,정상,0,0:정상,2018
18,D087,2018-03-30,W005,72.56280902,114.862809,150.276709,23.609,202.315,71.99,,,,,,,0,110,정상,0,0:정상,2018
9,D088,2018-03-31,W005,71.63563143,86.33563143,121.9056814,23.713,210.838,78.66,,,,,,,0,110,정상,0,0:정상,2018
10,D002,2018-03-31,W005,70.43524722,110.6352472,146.0072472,23.581,203.929,72.04,,,,,,,0,110,정상,0,0:정상,2018
1,C045,2018-04-02,W003,70.42789704,93.22789704,128.371697,23.429,204.357,74.22,,,,,,,0,110,정상,0,0:정상,2018
2,C095,2018-04-02,W003,70.97765033,91.77765033,126.7581503,23.32,205.945,74.37,,,,,,,0,110,정상,0,0:정상,2018
3,C007,2018-04-02,W003,72.13172395,111.0317239,146.5051239,23.649,205.992,71.13,,,,,,,0,110,정상,0,0:정상,2018
4,C005,2018-04-02,W003,71.62684741,112.0268474,147.4379974,23.607,206.243,71.1,,,,,,,0,110,정상,0,0:정상,2018
5,D088,2018-04-02,W005,70.5485908,102.4485908,137.1427908,23.129,207.036,,충전실,세부 세척,15:07,15:40,33.0,W0054F2,1,51,세부 세척,2,2:공정 중 발생,2018
6,C002,2018-04-02,W003,71.17886344,125.4788634,161.6467634,24.112,213.474,72.8,,,,,,,0,110,정상,0,0:정상,2018
8,C088,2018-04-02,W003,72.4763999,120.4763999,155.7475999,23.514,209.453,75.89,,,,,,,0,110,정상,0,0:정상,2018
9,D088,2018-04-02,W005,72.83041893,113.9304189,149.5340189,23.736,207.174,79.58,,,,,,,0,110,정상,0,0:정상,2018
10,P0F0,2018-04-02,W007,71.06134781,94.76134781,130.0999978,23.559,199.497,77.24,,,,,,,0,110,정상,0,0:정상,2018
11,D088,2018-04-02,W005,70.97884621,104.8788462,140.2577462,23.586,209.715,74.85,,,,,,,0,110,정상,0,0:정상,2018
12,C088,2018-04-02,W003,72.19914762,104.5991476,139.3477976,23.166,203.205,,쿠킹실,품목 교체,21:20,22:20,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생,2018
1,D087,2018-04-03,W005,70.02939003,113.32939,148.89689,23.712,209.698,79.74,,,,,,,0,110,정상,0,0:정상,2018
2,D088,2018-04-03,W005,70.80466151,118.7046615,154.4466615,23.828,211.746,71.83,,,,,,,0,110,정상,0,0:정상,2018
3,C088,2018-04-03,W003,71.11283686,112.8128369,148.2842869,23.648,202.345,72.7,,,,,,,0,110,정상,0,0:정상,2018
4,D088,2018-04-03,W005,71.25022944,139.9502294,174.9721294,23.348,204.525,78.88,,,,,,,0,110,정상,0,0:정상,2018
5,C002,2018-04-03,W003,71.7224416,98.9224416,134.6605416,23.825,210.034,72.01,,,,,,,0,110,정상,0,0:정상,2018
6,C002,2018-04-03,W003,71.21827745,132.8182775,167.6930275,23.25,206.939,73.08,,,,,,,0,110,정상,0,0:정상,2018
7,P006,2018-04-03,W007,72.64961859,101.1496186,136.5915686,23.628,212.471,74.01,,,,,,,0,110,정상,0,0:정상,2018
8,C002,2018-04-03,W003,72.53966566,111.2396657,147.0707157,23.887,214.845,76.96,,,,,,,0,110,정상,0,0:정상,2018
9,D0036,2018-04-03,W005,71.91784801,119.817848,155.448398,23.754,206.738,73.76,,,,,,,0,110,정상,0,0:정상,2018
10,D087,2018-04-03,W005,71.08008784,104.3800878,140.1539878,23.849,211.27,72.06,,,,,,,0,110,정상,0,0:정상,2018
11,C008,2018-04-03,W003,71.99102953,140.2910295,175.8185295,23.685,205.8,71.8,,,,,,,0,110,정상,0,0:정상,2018
12,C007,2018-04-03,W003,72.13825039,96.93825039,132.6927004,23.836,207.749,78.24,,,,,,,0,110,정상,0,0:정상,2018
13,D087,2018-04-03,W005,71.04995027,112.9499503,148.4162503,23.644,207.413,73.75,,,,,,,0,110,정상,0,0:정상,2018
14,D087,2018-04-03,W005,71.07983046,119.1798305,154.3513305,23.448,210.351,75.38,,,,,,,0,110,정상,0,0:정상,2018
15,C002,2018-04-03,W003,70.58585394,132.5858539,168.2456039,23.773,208.989,78.65,,,,,,,0,110,정상,0,0:정상,2018
1,D088,2018-04-04,W005,70.5724046,104.5724046,140.2574546,23.79,208.256,75.91,,,,,,,0,110,정상,0,0:정상,2018
2,C088,2018-04-04,W003,70.96077147,128.3607715,164.2081715,23.898,210.444,78.06,,,,,,,0,110,정상,0,0:정상,2018
3,D088,2018-04-04,W005,72.52937156,107.6293716,144.2057716,24.384,214.556,78.0,,,,,,,0,110,정상,0,0:정상,2018
4,C088,2018-04-04,W003,71.44583797,102.345838,137.521638,23.451,207.374,71.4,,,,,,,0,110,정상,0,0:정상,2018
5,D088,2018-04-04,W005,72.73280057,76.63280057,112.3746506,23.828,205.608,78.09,,,,,,,0,110,정상,0,0:정상,2018
6,C088,2018-04-04,W003,72.05472742,86.65472742,122.3250274,23.78,206.552,73.84,,,,,,,0,110,정상,0,0:정상,2018
7,D087,2018-04-04,W005,71.17972319,98.97972319,134.6726232,23.795,211.361,76.33,,,,,,,0,110,정상,0,0:정상,2018
8,C088,2018-04-04,W003,71.26633515,111.7663352,146.4508852,23.123,207.568,,쿠킹실,품목 교체,14:30,15:30,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생,2018
9,C088,2018-04-04,W003,71.44482598,121.344826,157.250626,23.937,210.027,80.68,,,,,,,0,110,정상,0,0:정상,2018
10,D088,2018-04-04,W005,70.98787289,109.5878729,145.0793229,23.661,206.214,72.64,,,,,,,0,110,정상,0,0:정상,2018
11,C088,2018-04-04,W003,70.86283742,87.76283742,123.1940874,23.621,204.371,70.95,,,,,,,0,110,정상,0,0:정상,2018
12,D087,2018-04-04,W005,72.35145269,100.1514527,136.1094527,23.972,210.373,75.73,,,,,,,0,110,정상,0,0:정상,2018
13,D087,2018-04-04,W005,72.07960664,94.27960664,129.4214566,23.428,210.187,76.37,,,,,,,0,110,정상,0,0:정상,2018
13,D088,2018-04-04,W005,71.73009163,101.5300916,136.3752916,23.23,205.437,77.52,,,,,,,0,110,정상,0,0:정상,2018
14,D087,2018-04-04,W005,70.39605838,102.6960584,138.1802084,23.656,212.671,79.17,,,,,,,0,110,정상,0,0:정상,2018
14,D087,2018-04-04,W005,71.92851145,92.22851145,128.0210115,23.862,214.883,73.02,,,,,,,0,110,정상,0,0:정상,2018
15,D087,2018-04-04,W005,69.81624704,118.116247,153.455997,23.56,214.684,76.41,,,,,,,0,110,정상,0,0:정상,2018
15,C003,2018-04-04,W003,70.96740596,107.667406,143.159056,23.661,206.308,76.09,,,,,,,0,110,정상,0,0:정상,2018
16,D087,2018-04-04,W005,70.69357834,110.0935783,145.8848283,23.861,212.335,78.04,,,,,,,0,110,정상,0,0:정상,2018
17,C087,2018-04-04,W003,71.73560294,90.63560294,125.6129529,23.318,205.936,73.11,,,,,,,0,110,정상,0,0:정상,2018
1,D087,2018-04-05,W005,73.11797142,111.3179714,146.9889714,23.781,216.658,74.71,,,,,,,0,110,정상,0,0:정상,2018
2,D0036,2018-04-05,W005,71.53095887,110.3309589,146.2918089,23.974,210.956,75.21,,,,,,,0,110,정상,0,0:정상,2018
3,D087,2018-04-05,W005,72.54343304,101.043433,136.615433,23.715,207.718,76.5,,,,,,,0,110,정상,0,0:정상,2018
4,D088,2018-04-05,W005,71.22042231,111.7204223,146.5986723,23.252,206.104,70.81,,,,,,,0,110,정상,0,0:정상,2018
5,D088,2018-04-05,W005,68.80135059,106.1013506,141.7585506,23.771,206.954,79.29,,,,,,,0,110,정상,0,0:정상,2018
6,D0036,2018-04-05,W005,72.39617217,96.59617217,131.8838722,23.525,206.161,76.65,,,,,,,0,110,정상,0,0:정상,2018
7,C088,2018-04-05,W003,71.19308957,97.29308957,133.0207896,23.818,209.884,77.12,,,,,,,0,110,정상,0,0:정상,2018
8,C088,2018-04-05,W003,72.42200844,103.2220084,138.5669084,23.563,207.271,73.87,,,,,,,0,110,정상,0,0:정상,2018
9,C005,2018-04-05,W003,71.28937507,122.7893751,158.7662251,23.985,212.723,72.34,,,,,,,0,110,정상,0,0:정상,2018
10,C002,2018-04-05,W003,70.7406854,109.9406854,144.7670854,23.218,204.478,76.31,,,,,,,0,110,정상,0,0:정상,2018
11,D088,2018-04-05,W005,68.40341871,107.3034187,143.4310187,24.085,211.932,80.23,,,,,,,0,110,정상,0,0:정상,2018
12,D087,2018-04-05,W005,72.96254126,106.3625413,141.9675413,23.737,212.44,78.71,,,,,,,0,110,정상,0,0:정상,2018
18,D088,2018-04-05,W005,70.62877947,81.62877947,117.4617795,23.889,208.84,74.82,,,,,,,0,110,정상,0,0:정상,2018
19,C088,2018-04-05,W003,70.7279001,124.5279001,159.6829501,23.437,205.619,77.84,,,,,,,0,110,정상,0,0:정상,2018
20,D002,2018-04-05,W005,71.79405459,94.19405459,129.2097046,23.344,207.088,71.1,,,,,,,0,110,정상,0,0:정상,2018
21,D087,2018-04-05,W005,72.87831855,112.3783186,147.9244186,23.697,208.97,76.45,,,,,,,0,110,정상,0,0:정상,2018
1,D087,2018-04-06,W005,69.27527284,83.17527284,118.3336728,23.439,206.461,79.08,,,,,,,0,110,정상,0,0:정상,2018
2,D087,2018-04-06,W005,72.65932545,115.7593255,150.5845255,23.217,205.339,76.05,,,,,,,0,110,정상,0,0:정상,2018
3,C088,2018-04-06,W003,71.83584493,107.9358449,143.5513949,23.744,211.549,76.89,,,,,,,0,110,정상,0,0:정상,2018
4,P005,2018-04-06,W007,70.92143533,126.0214353,161.2456853,23.483,205.832,76.5,,,,,,,0,110,정상,0,0:정상,2018
5,P0F0,2018-04-06,W007,70.18299024,112.2829902,147.4900902,23.471,209.14,74.33,,,,,,,0,110,정상,0,0:정상,2018
6,D088,2018-04-06,W005,69.76508505,117.5650851,153.1523351,23.725,213.775,76.02,,,,,,,0,110,정상,0,0:정상,2018
7,P006,2018-04-06,W007,70.9957522,102.4957522,138.0634522,23.712,208.263,74.4,,,,,,,0,110,정상,0,0:정상,2018
8,C088,2018-04-06,W003,70.56760696,95.96760696,131.464007,23.664,207.844,79.72,,,,,,,0,110,정상,0,0:정상,2018
9,C088,2018-04-06,W003,70.8968063,103.9968063,140.0185563,24.015,212.153,72.3,,,,,,,0,110,정상,0,0:정상,2018
10,P006,2018-04-06,W007,70.29685585,82.39685585,117.6972559,23.534,208.677,71.72,,,,,,,0,110,정상,0,0:정상,2018
11,P006,2018-04-06,W007,72.24417062,101.1441706,137.1784206,24.023,211.331,77.23,,,,,,,0,110,정상,0,0:정상,2018
12,C088,2018-04-06,W003,71.89529313,113.1952931,148.5610931,23.577,216.172,78.51,,,,,,,0,110,정상,0,0:정상,2018
13,D088,2018-04-06,W005,71.28121479,101.3812148,136.4285148,23.365,206.865,78.0,,,,,,,0,110,정상,0,0:정상,2018
13,D087,2018-04-06,W005,70.52652474,124.7265247,160.6340247,23.938,211.526,76.01,,,,,,,0,110,정상,0,0:정상,2018
14,C002,2018-04-06,W003,71.50455732,120.3045573,155.8749573,23.714,206.119,79.95,,,,,,,0,110,정상,0,0:정상,2018
14,D088,2018-04-06,W005,70.59709199,119.497092,154.902992,23.604,206.854,70.88,,,,,,,0,110,정상,0,0:정상,2018
15,D002,2018-04-06,W005,70.73167912,88.83167912,124.6844291,23.902,206.817,78.8,,,,,,,0,110,정상,0,0:정상,2018
16,C001,2018-04-06,W003,71.85177194,102.6517719,138.3405219,23.793,210.112,71.98,,,,,,,0,110,정상,0,0:정상,2018
17,D087,2018-04-06,W005,72.97877062,108.6787706,143.7517706,23.382,203.704,74.43,,,,,,,0,110,정상,0,0:정상,2018
1,D088,2018-04-09,W005,71.72265135,89.82265135,124.9817014,23.439,211.803,74.12,,,,,,,0,110,정상,0,0:정상,2018
2,P0F0,2018-04-09,W007,71.28179999,132.1818,166.25355,22.715,203.322,,포장실,감도 조절,10:57,11:10,13.0,W0076A3,1,8,감도 조절,2,2:공정 중 발생,2018
3,C007,2018-04-09,W003,71.58741714,101.3874171,136.6364671,23.499,206.918,77.6,,,,,,,0,110,정상,0,0:정상,2018
4,C010,2018-04-09,W003,70.59403652,92.59403652,127.8070865,23.475,202.284,77.27,,,,,,,0,110,정상,0,0:정상,2018
5,C002,2018-04-09,W003,70.60087975,128.6008798,164.9790798,24.252,210.032,78.12,,,,,,,0,110,정상,0,0:정상,2018
6,D088,2018-04-09,W005,71.75398936,94.75398936,130.2293394,23.65,200.995,71.65,,,,,,,0,110,정상,0,0:정상,2018
7,C088,2018-04-09,W003,70.37681205,73.17681205,108.7216621,23.697,208.678,73.21,,,,,,,0,110,정상,0,0:정상,2018
8,C088,2018-04-09,W003,71.68142553,99.48142553,135.2792255,23.865,213.307,79.93,,,,,,,0,110,정상,0,0:정상,2018
1,D087,2018-04-10,W005,72.79858358,109.9985836,145.6511336,23.768,206.876,74.2,,,,,,,0,110,정상,0,0:정상,2018
2,D088,2018-04-10,W005,71.68382649,115.0838265,150.3544265,23.514,204.159,71.18,,,,,,,0,110,정상,0,0:정상,2018
3,C008,2018-04-10,W003,71.29492671,124.9949267,159.4575267,22.975,200.375,,쿠킹실,충전,9:30,11:53,143.0,W003452,1,96,충전,2,2:공정 중 발생,2018
4,D087,2018-04-10,W005,72.15259119,108.7525912,143.6144412,23.241,207.788,76.71,,,,,,,0,110,정상,0,0:정상,2018
5,C006,2018-04-10,W003,71.46681951,102.1668195,137.6874695,23.68,208.427,71.85,,,,,,,0,110,정상,0,0:정상,2018
6,C088,2018-04-10,W003,71.81199071,121.9119907,157.6201407,23.805,214.267,77.68,,,,,,,0,110,정상,0,0:정상,2018
7,C002,2018-04-10,W003,72.58148566,104.1814857,140.1205857,23.959,208.874,78.55,,,,,,,0,110,정상,0,0:정상,2018
7,D087,2018-04-10,W005,71.90337497,102.103375,137.233225,23.42,203.207,72.32,,,,,,,0,110,정상,0,0:정상,2018
8,C010,2018-04-10,W003,71.95767183,96.75767183,132.2396218,23.655,211.187,71.61,,,,,,,0,110,정상,0,0:정상,2018
9,C002,2018-04-10,W003,72.66439724,95.46439724,131.3928972,23.952,213.081,72.15,,,,,,,0,110,정상,0,0:정상,2018
9,D087,2018-04-10,W005,70.5075925,87.4075925,123.0409925,23.756,205.839,79.29,,,,,,,0,110,정상,0,0:정상,2018
9,D088,2018-04-10,W005,72.38859018,117.3885902,152.3667902,23.319,204.972,77.32,,,,,,,0,110,정상,0,0:정상,2018
10,D087,2018-04-10,W005,71.02486124,105.5248612,140.0557112,23.021,203.266,,충전실,공정,1:50,2:47,57.0,W005722,1,12,공정,2,2:공정 중 발생,2018
10,C088,2018-04-10,W003,69.76554119,99.96554119,134.7581412,23.195,209.07,,쿠킹실,품목 교체,17:50,18:50,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생,2018
11,D088,2018-04-10,W005,73.10693258,95.10693258,130.6990826,23.728,207.823,71.81,,,,,,,0,110,정상,0,0:정상,2018
11,D087,2018-04-10,W005,71.82248316,128.8224832,164.6018332,23.853,209.22,77.65,,,,,,,0,110,정상,0,0:정상,2018
1,D088,2018-04-11,W005,72.47087975,82.37087975,117.7837297,23.609,208.702,78.81,,,,,,,0,110,정상,0,0:정상,2018
